Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Proj,StDev
WR,John Hall (28792801),John Hall,28792801,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0,0,0
WR,Demarcus Robinson (28792803),Demarcus Robinson,28792803,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,6.71,3.732,5.145
WR,Tutu Atwell (28792805),Tutu Atwell,28792805,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,4.86,1.701,3.515
WR,Puka Nacua (28792807),Puka Nacua,28792807,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,0,0.94,0.5
WR,Austin Trammell (28792811),Austin Trammell,28792811,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,0.55,0,0
WR,Tyler Johnson (28792813),Tyler Johnson,28792813,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,0,0,0
WR,Xavier Smith (28792815),Xavier Smith,28792815,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,0,0,0
WR,Braxton Burmeister (28792817),Braxton Burmeister,28792817,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,0,0,0
WR,Tyler Hudson (28792819),Tyler Hudson,28792819,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,0,0,0
WR,Ra'Shaun Henry (28793155),Ra'Shaun Henry,28793155,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0,0,0
WR,Justin Marshall (29095818),Justin Marshall,29095818,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0,0,0
DST,Bengals  (28793587),Bengals ,28793587,DST,2900,CIN@CLE 09/10/2023 01:00PM ET,CIN,6.84,6.419,5.525
TE,Kylen Granson (28793309),Kylen Granson,28793309,TE/FLEX,2900,JAX@IND 09/10/2023 01:00PM ET,IND,4.71,5.166,6.38
TE,Luke Musgrave (28793311),Luke Musgrave,28793311,TE/FLEX,2900,GB@CHI 09/10/2023 04:25PM ET,GB,0,5.776,5.885
DST,Bears  (28793586),Bears ,28793586,DST,2900,GB@CHI 09/10/2023 04:25PM ET,CHI,3.47,6.105,4.96
TE,Dan Arnold (28793307),Dan Arnold,28793307,TE/FLEX,2900,PHI@NE 09/10/2023 04:25PM ET,PHI,1.18,0,0
DST,Commanders  (28793589),Commanders ,28793589,DST,2800,ARI@WAS 09/10/2023 01:00PM ET,WAS,7.06,9.421,5.275
DST,Packers  (28793588),Packers ,28793588,DST,2800,GB@CHI 09/10/2023 04:25PM ET,GB,6.88,6.661,5.35
TE,Michael Mayer (28793317),Michael Mayer,28793317,TE/FLEX,2800,LV@DEN 09/10/2023 04:25PM ET,LV,0,4.8,5.025
TE,Durham Smythe (28793315),Durham Smythe,28793315,TE/FLEX,2800,MIA@LAC 09/10/2023 04:25PM ET,MIA,2.53,4.718,6.21
TE,Brycen Hopkins (28793313),Brycen Hopkins,28793313,TE/FLEX,2800,LAR@SEA 09/10/2023 04:25PM ET,LAR,1.28,0.825,2.195
TE,Jonnu Smith (28793323),Jonnu Smith,28793323,TE/FLEX,2700,CAR@ATL 09/10/2023 01:00PM ET,ATL,3.71,1.359,2.525
TE,Foster Moreau (28793321),Foster Moreau,28793321,TE/FLEX,2700,TEN@NO 09/10/2023 01:00PM ET,NO,5.75,1.845,2.42
TE,Albert Okwuegbunam (28793319),Albert Okwuegbunam,28793319,TE/FLEX,2700,PHI@NE 09/10/2023 04:25PM ET,PHI,3.19,0,0
DST,Patriots  (28793591),Patriots ,28793591,DST,2700,PHI@NE 09/10/2023 04:25PM ET,NE,10.94,5.642,5.55
DST,Rams  (28793590),Rams ,28793590,DST,2700,LAR@SEA 09/10/2023 04:25PM ET,LAR,6.12,5.831,5.795
DST,Panthers  (28793593),Panthers ,28793593,DST,2600,CAR@ATL 09/10/2023 01:00PM ET,CAR,6.59,5.772,5.1
TE,Jordan Akins (28793329),Jordan Akins,28793329,TE/FLEX,2600,CIN@CLE 09/10/2023 01:00PM ET,CLE,7.83,1.047,3.435
DST,Browns  (28793594),Browns ,28793594,DST,2600,CIN@CLE 09/10/2023 01:00PM ET,CLE,6.47,6.343,5.665
DST,Titans  (28793592),Titans ,28793592,DST,2600,TEN@NO 09/10/2023 01:00PM ET,TEN,5.59,6.14,5.06
TE,Donald Parham Jr. (28793327),Donald Parham Jr.,28793327,TE/FLEX,2600,MIA@LAC 09/10/2023 04:25PM ET,LAC,5.04,3.442,4.355
TE,Will Dissly (28793325),Will Dissly,28793325,TE/FLEX,2600,LAR@SEA 09/10/2023 04:25PM ET,SEA,5.79,3.943,4.78
TE,Lucas Krull (28793461),Lucas Krull,28793461,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,DEN,0,0,0
TE,Pharaoh Brown (28793515),Pharaoh Brown,28793515,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,NE,1.48,0.14,0
TE,Nick Bowers (28793535),Nick Bowers,28793535,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,0,0,0
TE,Nick Vannett (29001084),Nick Vannett,29001084,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,LAC,1.04,0,0
TE,Ian Thomas (28793557),Ian Thomas,28793557,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,CAR,2.39,0.29,0.15
TE,Tommy Tremble (28793559),Tommy Tremble,28793559,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,CAR,3.14,0.809,0.915
TE,Giovanni Ricci (28793561),Giovanni Ricci,28793561,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,CAR,1.2,0,0
TE,Stephen Sullivan (28793563),Stephen Sullivan,28793563,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,CAR,0.47,0,0
TE,MyCole Pruitt (28793565),MyCole Pruitt,28793565,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,ATL,4.23,0.474,0.79
TE,Parker Hesse (28793567),Parker Hesse,28793567,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,ATL,1.05,0,0
TE,Feleipe Franks (28793569),Feleipe Franks,28793569,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,ATL,0,0,0
TE,John FitzPatrick (28793571),John FitzPatrick,28793571,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,ATL,0,0.06,0.1
TE,Tucker Fisk (28793573),Tucker Fisk,28793573,TE/FLEX,2500,CAR@ATL 09/10/2023 01:00PM ET,ATL,0,0,0
TE,Charlie Kolar (28793541),Charlie Kolar,28793541,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,BAL,4.45,0.483,0.805
TE,Travis Vokolek (28793543),Travis Vokolek,28793543,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,BAL,0,0,0
TE,Tyler Ott (28793545),Tyler Ott,28793545,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,BAL,0,0,0
TE,Teagan Quitoriano (28793547),Teagan Quitoriano,28793547,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,3.37,0.726,0.91
TE,Brevin Jordan (28793549),Brevin Jordan,28793549,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,2.44,2.171,2.035
TE,Eric Tomlinson (28793551),Eric Tomlinson,28793551,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,1.7,0,0
TE,Mason Schreck (28793553),Mason Schreck,28793553,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,0.87,0,0
TE,Jordan Murray (28793555),Jordan Murray,28793555,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,0,0,0
TE,Dalton Keene (29001082),Dalton Keene,29001082,TE/FLEX,2500,HOU@BAL 09/10/2023 01:00PM ET,HOU,0,0,0
TE,Harrison Bryant (28793521),Harrison Bryant,28793521,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CLE,3.63,1.167,0.745
TE,Zaire Mitchell-Paden (28793523),Zaire Mitchell-Paden,28793523,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CLE,0,0,0
TE,Thomas Greaney (28793525),Thomas Greaney,28793525,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CLE,0,0,0
TE,Mitchell Wilcox (28793527),Mitchell Wilcox,28793527,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,2.15,0.534,0.89
TE,Drew Sample (28793529),Drew Sample,28793529,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,0.9,0.345,0.275
TE,Devin Asiasi (28793531),Devin Asiasi,28793531,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,0.18,0,0
TE,Tanner Hudson (28793533),Tanner Hudson,28793533,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,2.11,0,0
TE,Christian Trahan (28793537),Christian Trahan,28793537,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,0,0,0
TE,Cal Adomitis (28793539),Cal Adomitis,28793539,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CIN,0,0,0
TE,Miller Forristall (29001080),Miller Forristall,29001080,TE/FLEX,2500,CIN@CLE 09/10/2023 01:00PM ET,CLE,0,0,0
TE,Brenton Strange (28793499),Brenton Strange,28793499,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,0,0.495,0.825
TE,Luke Farrell (28793501),Luke Farrell,28793501,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,0.42,0.162,0.27
TE,Gerrit Prince (28793503),Gerrit Prince,28793503,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,0,0,0
TE,Sammis Reyes (28793505),Sammis Reyes,28793505,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,0,0,0
TE,Josh Pederson (28793507),Josh Pederson,28793507,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,0,0,0
TE,Leonard Taylor (28793509),Leonard Taylor,28793509,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,JAX,0,0,0
TE,Mo Alie-Cox (28793511),Mo Alie-Cox,28793511,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,3.23,2.971,4.995
TE,Will Mallory (28793513),Will Mallory,28793513,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,0,0.063,0.105
TE,Drew Ogletree (28793517),Drew Ogletree,28793517,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,0,0.63,1.05
TE,Ricky Seals-Jones (29001064),Ricky Seals-Jones,29001064,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,0,0,0
TE,Nick Eubanks (29001076),Nick Eubanks,29001076,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,0,0,0
TE,Michael Jacobson (29001078),Michael Jacobson,29001078,TE/FLEX,2500,JAX@IND 09/10/2023 01:00PM ET,IND,0,0,0
TE,Payne Durham (28793477),Payne Durham,28793477,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,TB,0,0.268,0.38
TE,Ko Kieft (28793479),Ko Kieft,28793479,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,TB,1.17,1.152,2.92
TE,David Wells (28793481),David Wells,28793481,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,TB,0,0,0
TE,Dominique Dafney (28793483),Dominique Dafney,28793483,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,TB,0,0.1,0
TE,Tanner Taula (28793485),Tanner Taula,28793485,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,TB,0,0,0
TE,Josh Oliver (28793487),Josh Oliver,28793487,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,MIN,2.53,0.858,0.93
TE,Johnny Mundt (28793489),Johnny Mundt,28793489,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,MIN,2.29,0.522,0.57
TE,Nick Muse (28793491),Nick Muse,28793491,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,MIN,0,0,0
TE,Colin Thompson (28793493),Colin Thompson,28793493,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,MIN,0,0,0
TE,Andrew DePaola (28793497),Andrew DePaola,28793497,TE/FLEX,2500,TB@MIN 09/10/2023 01:00PM ET,MIN,0,0,0
TE,Jimmy Graham (28793457),Jimmy Graham,28793457,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,NO,0,0.354,0.59
TE,Jesse James (28793459),Jesse James,28793459,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,NO,0,0,0
TE,Zach Wood (28793463),Zach Wood,28793463,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,NO,0,0,0
TE,Josh Whyle (28793465),Josh Whyle,28793465,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,0,1.083,2.425
TE,Trevon Wesco (28793467),Trevon Wesco,28793467,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,0.47,0.345,0.575
TE,Kevin Rader (28793469),Kevin Rader,28793469,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,0,0.3,0
TE,Thomas Odukoya (28793471),Thomas Odukoya,28793471,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,0,0,0
TE,Justin Rigg (28793473),Justin Rigg,28793473,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,0,0,0
TE,Alize Mack (28793475),Alize Mack,28793475,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,TEN,0,0,0
TE,J.P. Holtz (29001074),J.P. Holtz,29001074,TE/FLEX,2500,TEN@NO 09/10/2023 01:00PM ET,NO,0,0,0
TE,Cameron Latu (28793439),Cameron Latu,28793439,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,SF,0,0,0
TE,Charlie Woerner (28793441),Charlie Woerner,28793441,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,SF,0,0.165,0.275
TE,Ross Dwelley (28793443),Ross Dwelley,28793443,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,SF,1.5,0.394,0.49
TE,Brayden Willis (28793445),Brayden Willis,28793445,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,SF,0,0.003,0.005
TE,Troy Fumagalli (28793447),Troy Fumagalli,28793447,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,SF,0,0,0
TE,Darnell Washington (28793449),Darnell Washington,28793449,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,PIT,0,0.691,0.785
TE,Zach Gentry (28793451),Zach Gentry,28793451,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,PIT,1.89,0,0
TE,Connor Heyward (28793453),Connor Heyward,28793453,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,PIT,2.11,0.135,0.225
TE,Rodney Williams II (28793455),Rodney Williams II,28793455,TE/FLEX,2500,SF@PIT 09/10/2023 01:00PM ET,PIT,0,0,0
TE,John Bates (28793417),John Bates,28793417,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,1.92,0.765,2.18
TE,Cole Turner (28793419),Cole Turner,28793419,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,0.43,0.799,1.065
TE,Curtis Hodges (28793421),Curtis Hodges,28793421,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,0,0,0
TE,Brandon Dillon (28793423),Brandon Dillon,28793423,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,0,0,0
TE,Armani Rogers (28793425),Armani Rogers,28793425,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,1.27,0,0
TE,Noah Togiai (28793427),Noah Togiai,28793427,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0,0,0
TE,Geoff Swaim (28793429),Geoff Swaim,28793429,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,1.4,0.039,0.065
TE,Bernhard Seikovits (28793431),Bernhard Seikovits,28793431,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0,0,0
TE,Blake Whiteheart (28793433),Blake Whiteheart,28793433,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0,0,0
TE,Joel Honigford (28793435),Joel Honigford,28793435,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0,0,0
TE,Jack Coco (28793437),Jack Coco,28793437,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,0,0,0
TE,Kaden Smith (28793519),Kaden Smith,28793519,TE/FLEX,2500,ARI@WAS 09/10/2023 01:00PM ET,WAS,0,0,0
DST,Cardinals  (28793596),Cardinals ,28793596,DST,2500,ARI@WAS 09/10/2023 01:00PM ET,ARI,6.06,6.241,5.33
TE,Josiah Deguara (28793399),Josiah Deguara,28793399,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,GB,1.44,3.068,4.52
TE,Tucker Kraft (28793401),Tucker Kraft,28793401,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,GB,0,0.256,0.06
TE,Tyler Davis (28793403),Tyler Davis,28793403,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,GB,0.39,0,0
TE,Austin Allen (28793405),Austin Allen,28793405,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,GB,0,0,0
TE,Jake Tonges (28793409),Jake Tonges,28793409,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0,0,0
TE,Chase Allen (28793411),Chase Allen,28793411,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0,0,0
TE,Stephen Carlson (28793413),Stephen Carlson,28793413,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0,0,0
TE,Patrick Scales (28793415),Patrick Scales,28793415,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0,0,0
TE,Ben Sims (28793495),Ben Sims,28793495,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,GB,0,0,0
TE,Marcedes Lewis (29001068),Marcedes Lewis,29001068,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,1.56,0.063,0.105
TE,Jared Pinkney (29001070),Jared Pinkney,29001070,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0,0,0
TE,Lachlan Pitts (29001072),Lachlan Pitts,29001072,TE/FLEX,2500,GB@CHI 09/10/2023 04:25PM ET,CHI,0,0,0
TE,O.J. Howard (28793381),O.J. Howard,28793381,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,LV,2.81,0,0
TE,Jesper Horsted (28793383),Jesper Horsted,28793383,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,LV,0.33,0.066,0.11
TE,Cole Fotheringham (28793385),Cole Fotheringham,28793385,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,LV,0,0,0
TE,John Samuel Shenker (28793387),John Samuel Shenker,28793387,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,LV,0,0,0
TE,Adam Trautman (28793389),Adam Trautman,28793389,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,DEN,2.98,3.43,5.03
TE,Chris Manhertz (28793391),Chris Manhertz,28793391,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,DEN,0.54,0.069,0.115
TE,Tommy Hudson (28793393),Tommy Hudson,28793393,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,DEN,0,0,0
TE,Nate Adkins (28793395),Nate Adkins,28793395,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,DEN,0,0,0
TE,Mitchell Fraboni (28793397),Mitchell Fraboni,28793397,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,DEN,0,0,0
TE,Jacob Hollister (29001066),Jacob Hollister,29001066,TE/FLEX,2500,LV@DEN 09/10/2023 04:25PM ET,LV,0,0,0
TE,Tre' McKitty (28793363),Tre' McKitty,28793363,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,LAC,1.16,0.435,0.425
TE,Stone Smartt (28793365),Stone Smartt,28793365,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,LAC,0.81,0.066,0.11
TE,Hunter Kampmoyer (28793367),Hunter Kampmoyer,28793367,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,LAC,0,0,0
TE,Michael Ezeike (28793369),Michael Ezeike,28793369,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,LAC,0,0,0
TE,Tyler Kroft (28793371),Tyler Kroft,28793371,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,0.75,0.38,0
TE,Eric Saubert (28793373),Eric Saubert,28793373,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,2.11,0,0
TE,Elijah Higgins (28793375),Elijah Higgins,28793375,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,0,0.039,0.065
TE,Tanner Conner (28793377),Tanner Conner,28793377,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,0,0,0
TE,Julian Hill (28793379),Julian Hill,28793379,TE/FLEX,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,0,0.822,3.56
DST,Dolphins  (28793595),Dolphins ,28793595,DST,2500,MIA@LAC 09/10/2023 04:25PM ET,MIA,6.61,5.663,6.04
TE,Jack Stoll (28793347),Jack Stoll,28793347,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,PHI,1.24,0.135,0.225
TE,Grant Calcaterra (28793349),Grant Calcaterra,28793349,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,PHI,0.73,0.67,0.85
TE,Tyree Jackson (28793351),Tyree Jackson,28793351,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,PHI,0,0,0
TE,Brady Russell (28793353),Brady Russell,28793353,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,PHI,0,0,0
TE,Anthony Firkser (28793355),Anthony Firkser,28793355,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,NE,1.73,0.1,0
TE,Matt Sokol (28793357),Matt Sokol,28793357,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,NE,0,0,0
TE,Scotty Washington (28793359),Scotty Washington,28793359,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,NE,0,0,0
TE,Johnny Lumpkin (28793361),Johnny Lumpkin,28793361,TE/FLEX,2500,PHI@NE 09/10/2023 04:25PM ET,NE,0,0,0
TE,Colby Parkinson (28793331),Colby Parkinson,28793331,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,SEA,4.09,3.904,5.3
TE,Tyler Mabry (28793333),Tyler Mabry,28793333,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,SEA,2.57,0,0
TE,Noah Gindorff (28793335),Noah Gindorff,28793335,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,SEA,0,0,0
TE,Griffin Hebert (28793337),Griffin Hebert,28793337,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,SEA,0,0,0
TE,Hunter Long (28793339),Hunter Long,28793339,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,LAR,0,0.393,0.355
TE,Davis Allen (28793341),Davis Allen,28793341,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,LAR,0,0,0
TE,Christian Sims (28793343),Christian Sims,28793343,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,LAR,0,0,0
TE,Nikola Kalinic (28793345),Nikola Kalinic,28793345,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,LAR,0,0,0
TE,Camren McDonald (28793407),Camren McDonald,28793407,TE/FLEX,2500,LAR@SEA 09/10/2023 04:25PM ET,LAR,0,0,0
DST,Colts  (28793597),Colts ,28793597,DST,2400,JAX@IND 09/10/2023 01:00PM ET,IND,6.82,5.502,5.695
DST,Raiders  (28793598),Raiders ,28793598,DST,2300,LV@DEN 09/10/2023 04:25PM ET,LV,4.53,6.273,5.37
DST,Buccaneers  (28793599),Buccaneers ,28793599,DST,2200,TB@MIN 09/10/2023 01:00PM ET,TB,5.78,6.045,5.74
DST,Texans  (28793600),Texans ,28793600,DST,2100,HOU@BAL 09/10/2023 01:00PM ET,HOU,6.47,5.398,5.62
